AAPL,2008-01-17 13:00:00.222,17.75,2,17.65,1,,
AAPL,2008-01-17 13:00:00.362,17.75,2,17.65,1,17.79,200
AAPL,2008-01-17 13:00:00.566,17.75,2,17.64,1,,
AAPL,2008-01-17 13:00:00.566,17.75,2,17.59,5,,
AAPL,2008-01-17 13:00:00.566,17.75,2,17.6,4,,
AAPL,2008-01-17 13:00:00.675,17.75,2,17.6,4,17.65,100
AAPL,2008-01-17 13:00:00.691,17.75,2,17.6,4,17.72,100
AAPL,2008-01-17 13:00:00.816,17.75,2,17.61,2,,
AAPL,2008-01-17 13:00:01.019,17.75,2,17.62,2,,
AAPL,2008-01-17 13:00:01.050,17.75,2,17.59,5,,
AAPL,2008-01-17 13:00:01.284,17.75,7,17.59,5,,
AAPL,2008-01-17 13:00:01.316,17.75,7,17.6,1,,
AAPL,2008-01-17 13:00:01.409,17.75,7,17.61,1,,
AAPL,2008-01-17 13:00:01.409,17.75,7,17.59,5,,
AAPL,2008-01-17 13:00:01.581,17.75,7,17.6,4,,
AAPL,2008-01-17 13:00:01.675,17.75,7,17.61,1,,
AAPL,2008-01-17 13:00:01.675,17.75,7,17.58,10,,
AAPL,2008-01-17 13:00:01.831,17.74,2,17.58,10,,
AAPL,2008-01-17 13:00:01.831,17.73,1,17.58,10,,
AAPL,2008-01-17 13:00:01.878,17.73,1,17.58,10,17.706,100
AAPL,2008-01-17 13:00:02.066,17.73,1,17.59,1,,
AAPL,2008-01-17 13:00:02.363,17.72,2,17.59,1,,
AAPL,2008-01-17 13:00:02.363,17.72,2,17.58,10,,
AAPL,2008-01-17 13:00:02.363,17.75,7,17.58,10,,
AAPL,2008-01-17 13:00:02.488,17.75,7,17.58,10,17.61,100
AAPL,2008-01-17 13:00:02.488,17.75,7,17.58,10,17.61,200
AAPL,2008-01-17 13:00:02.488,17.75,7,17.58,10,17.6,200
AAPL,2008-01-17 13:00:02.488,17.75,7,17.58,10,17.59,500
AAPL,2008-01-17 13:00:02.659,17.74,2,17.58,10,,
AAPL,2008-01-17 13:00:03.285,17.75,7,17.58,10,,
AAPL,2008-01-17 13:00:03.456,17.75,5,17.58,10,,
AAPL,2008-01-17 13:00:03.456,17.74,1,17.58,10,,
AAPL,2008-01-17 13:00:03.456,17.74,1,17.61,1,,
AAPL,2008-01-17 13:00:03.456,17.74,1,17.62,1,,
AAPL,2008-01-17 13:00:03.691,17.75,5,17.62,1,,
AAPL,2008-01-17 13:00:03.691,17.75,5,17.61,1,,
AAPL,2008-01-17 13:00:03.691,17.75,5,17.63,1,,
AAPL,2008-01-17 13:00:03.769,17.75,5,17.63,1,17.75,200
AAPL,2008-01-17 13:00:03.769,17.75,5,17.63,1,17.73,300
AAPL,2008-01-17 13:00:03.769,17.75,5,17.63,1,17.74,200
AAPL,2008-01-17 13:00:03.878,17.75,5,17.64,1,,
AAPL,2008-01-17 13:00:04.206,17.75,5,17.61,1,,
AAPL,2008-01-17 13:00:04.206,17.75,5,17.62,1,,
AAPL,2008-01-17 13:00:04.206,17.75,5,17.61,1,,
AAPL,2008-01-17 13:00:04.206,17.75,5,17.59,1,,
AAPL,2008-01-17 13:00:04.206,17.74,1,17.59,1,,
AAPL,2008-01-17 13:00:04.316,17.74,1,17.6,1,,
AAPL,2008-01-17 13:00:04.488,17.74,1,17.61,1,,
AAPL,2008-01-17 13:00:04.706,17.75,5,17.74,9,,
AAPL,2008-01-17 13:00:04.706,17.75,5,17.6,1,,
AAPL,2008-01-17 13:00:04.738,17.75,5,17.61,1,,
AAPL,2008-01-17 13:00:04.816,17.75,5,17.59,1,,
AAPL,2008-01-17 13:00:05.175,17.75,5,17.58,10,,
AAPL,2008-01-17 13:00:05.394,17.75,5,17.59,4,,
AAPL,2008-01-17 13:00:05.394,17.75,5,17.6,2,,
AAPL,2008-01-17 13:00:05.472,17.75,5,17.6,2,17.74,100
AAPL,2008-01-17 13:00:05.628,17.75,5,17.61,2,,
AAPL,2008-01-17 13:00:05.785,17.75,5,17.62,2,,
AAPL,2008-01-17 13:00:05.785,17.75,5,17.6,3,,
AAPL,2008-01-17 13:00:05.988,17.75,5,17.61,2,,
AAPL,2008-01-17 13:00:06.988,17.75,5,17.61,2,17.75,100
AAPL,2008-01-17 13:00:07.300,17.75,5,17.61,2,17.75,500
AAPL,2008-01-17 13:00:08.504,17.75,5,17.61,2,17.75,500
AAPL,2008-01-17 13:00:08.629,17.75,5,17.62,1,,
AAPL,2008-01-17 13:00:08.894,17.74,5,17.62,1,,
